2025-05-26 16:42:30,550 INFO    StreamThr :29409 [internal.py:wandb_internal():88] W&B internal server running at pid: 29409, started at: 2025-05-26 16:42:30.549840
2025-05-26 16:42:30,551 DEBUG   HandlerThread:29409 [handler.py:handle_request():139] handle_request: status
2025-05-26 16:42:30,551 DEBUG   SenderThread:29409 [sender.py:send_request():317] send_request: status
2025-05-26 16:42:30,555 INFO    WriterThread:29409 [datastore.py:open_for_write():75] open: /home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/wandb/offline-run-20250526_164230-2nh1gj7z/run-2nh1gj7z.wandb
2025-05-26 16:42:30,616 DEBUG   HandlerThread:29409 [handler.py:handle_request():139] handle_request: run_start
2025-05-26 16:42:30,620 DEBUG   HandlerThread:29409 [system_info.py:__init__():31] System info init
2025-05-26 16:42:30,620 DEBUG   HandlerThread:29409 [system_info.py:__init__():46] System info init done
2025-05-26 16:42:30,620 INFO    HandlerThread:29409 [system_monitor.py:start():150] Starting system monitor
2025-05-26 16:42:30,620 INFO    SystemMonitor:29409 [system_monitor.py:_start():116] Starting system asset monitoring threads
2025-05-26 16:42:30,620 INFO    HandlerThread:29409 [system_monitor.py:probe():168] Collecting system info
2025-05-26 16:42:30,621 INFO    SystemMonitor:29409 [interfaces.py:start():168] Started cpu
2025-05-26 16:42:30,622 INFO    SystemMonitor:29409 [interfaces.py:start():168] Started disk
2025-05-26 16:42:30,622 INFO    SystemMonitor:29409 [interfaces.py:start():168] Started gpu
2025-05-26 16:42:30,622 INFO    SystemMonitor:29409 [interfaces.py:start():168] Started memory
2025-05-26 16:42:30,622 INFO    SystemMonitor:29409 [interfaces.py:start():168] Started network
2025-05-26 16:42:30,789 DEBUG   HandlerThread:29409 [system_info.py:probe():195] Probing system
2025-05-26 16:42:30,801 DEBUG   HandlerThread:29409 [system_info.py:_probe_git():180] Probing git
2025-05-26 16:42:30,818 DEBUG   HandlerThread:29409 [system_info.py:_probe_git():188] Probing git done
2025-05-26 16:42:30,818 DEBUG   HandlerThread:29409 [system_info.py:probe():241] Probing system done
2025-05-26 16:42:30,818 DEBUG   HandlerThread:29409 [system_monitor.py:probe():177] {'os': 'Linux-5.4.0-205-generic-x86_64-with-glibc2.31', 'python': '3.9.7', 'heartbeatAt': '2025-05-26T14:42:30.789278', 'startedAt': '2025-05-26T14:42:30.540666', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/train.py', 'codePath': 'src/train.py', 'git': {'remote': 'git@github.com:MarcosFP97/Depresym-retrieval.git', 'commit': '857410ffdba5d8cc02e68bf7e48c254a6996f914'}, 'email': 'marcosfernandez.pichel@usc.es', 'root': '/home/marcos.fernandez.pichel/PhD/Depresym-retrieval', 'host': 'ctdesks56', 'username': 'marcos.fernandez.pichel', 'executable': '/home/marcos.fernandez.pichel/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1877.1388750000003, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 1388.459, 'min': 800.0, 'max': 4900.0}, {'current': 974.869, 'min': 800.0, 'max': 4900.0}, {'current': 806.948, 'min': 800.0, 'max': 4900.0}, {'current': 800.122, 'min': 800.0, 'max': 4900.0}, {'current': 800.099, 'min': 800.0, 'max': 4900.0}, {'current': 800.147, 'min': 800.0, 'max': 4900.0}, {'current': 800.042, 'min': 800.0, 'max': 4900.0}, {'current': 800.458, 'min': 800.0, 'max': 4900.0}], 'disk': {'total': 95.56377410888672, 'used': 83.57549667358398}, 'gpu': 'NVIDIA GeForce RTX 4070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Ti', 'memory_total': 12878610432}], 'memory': {'total': 31.270587921142578}}
2025-05-26 16:42:30,818 INFO    HandlerThread:29409 [system_monitor.py:probe():178] Finished collecting system info
2025-05-26 16:42:30,818 INFO    HandlerThread:29409 [system_monitor.py:probe():181] Publishing system info
2025-05-26 16:42:30,818 DEBUG   HandlerThread:29409 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2025-05-26 16:42:30,818 DEBUG   HandlerThread:29409 [system_info.py:_save_pip():67] Saving pip packages done
