1	485349_0_27	1
1	276401_0_66	1
1	98174_0_14	0
1	510246_0_0	1
1	92009_0_18	1
1	312168_0_22	1
1	440536_0_1	1
1	327331_2_7	0
1	67648_2_30	1
1	105303_1_4	0
1	214733_1_4	0
1	269059_0_8	1
1	526292_0_2	0
1	98351_4_157	0
1	98705_0_29	0
1	419618_3_71	1
1	135870_0_0	1
1	94389_0_18	1
1	433738_0_31	1
1	549233_0_3	1
1	243170_0_10	1
1	186179_0_1	1
1	230872_0_4	0
1	156377_0_8	0
1	367877_0_19	1
1	49968_0_6	1
1	135084_1_267	1
1	186603_1_30	1
1	29157_0_20	0
1	85911_2_33	1
1	276401_1_66	1
1	283150_0_32	0
1	145463_2_11	0
1	326937_0_16	1
1	260871_0_4	0
1	305469_0_16	1
1	287510_0_56	0
1	25049_1_24	1
1	98153_0_1	0
1	259663_0_5	1
1	30208_0_6	0
1	499925_0_18	1
1	192152_2_42	0
1	462316_0_12	1
1	198568_0_1	0
1	198092_0_14	1
1	154731_0_363	1
1	44455_0_17	1
1	98741_1_24	0
1	539311_2_16	0
1	529459_0_12	1
1	79933_0_5	1
1	22710_0_0	1
1	530083_0_11	1
1	498065_0_9	1
1	31824_0_9	1
1	23250_1_26	1
1	316573_0_9	1
1	387605_1_5	0
1	98096_1_31	0
1	468558_0_15	1
1	509687_0_34	1
1	64810_1_62	1
1	383009_0_34	1
1	476395_0_45	0
1	354878_0_0	0
1	263295_0_14	0
1	185683_4_45	0
1	99038_0_4	1
1	362852_1_12	1
1	481872_0_3	1
1	549318_6_8	0
1	290691_0_20	0
1	422333_0_29	1
1	120382_1_7	0
1	6562_2_8	0
1	134858_0_0	0
1	296214_1_60	1
1	111704_0_0	0
1	428020_0_5	0
1	435990_1_3	0
1	91058_0_23	0
1	508963_0_0	0
1	321474_0_6	1
1	63537_0_11	1
1	467667_0_11	1
1	374917_1_3	0
1	174317_0_1	0
1	338982_0_23	1
1	97364_62_79	0
1	465989_1_21	0
1	535990_3_57	0
1	481470_0_7	0
1	518653_0_2	0
1	53321_0_12	0
1	24766_0_33	0
1	135084_0_267	1
1	500139_0_48	0
1	232751_0_13	1
1	502102_0_61	1
1	189494_0_2	1
1	332277_0_3	0
1	443127_1_3	0
1	83268_19_11	0
1	367908_0_10	0
1	446164_0_95	1
1	526524_0_13	1
1	67024_0_10	1
1	429496_1_61	1
1	117607_2_5	0
1	298629_3_10	1
1	64810_5_64	1
1	211540_0_21	0
1	4823_0_10	0
1	404724_0_11	1
1	456787_0_20	1
1	498328_0_51	1
1	164353_0_21	0
1	98444_0_9	0
1	210327_0_46	1
1	351626_0_9	0
1	205028_0_35	1
1	549006_0_2	1
1	298629_2_10	1
1	526204_5_1	0
1	323108_0_17	1
1	98351_0_157	0
1	268374_0_56	0
1	266424_0_5	1
1	87663_1_4	1
1	366609_0_62	1
1	525063_0_4	1
1	363962_1_6	0
1	374204_2_8	1
1	242026_0_0	0
1	174497_0_74	1
1	325399_0_3	1
1	136120_0_17	1
1	496530_0_2	1
1	458252_1_0	0
1	45821_0_9	1
1	300504_0_8	0
1	289843_0_2	1
1	9307_1_1	0
1	539609_0_20	1
1	317927_2_21	1
1	98156_0_71	0
1	309981_0_32	1
1	98927_1_14	0
1	116664_0_5	1
1	215231_0_9	1
1	352712_0_38	0
1	548592_3_2	0
1	222331_0_123	1
1	234912_0_18	1
1	343555_0_11	1
1	357480_0_11	1
1	318002_0_10	1
1	431475_0_26	1
1	241678_0_48	1
1	443020_0_13	1
1	401380_0_8	0
1	98431_1_1	0
1	55503_0_5	1
1	106473_0_5	0
1	407443_0_86	0
1	445642_0_44	1
1	147128_1_3	1
1	324210_0_0	0
1	21919_0_4	0
1	98890_1_36	0
1	270530_0_11	0
1	239065_2_8	0
1	468706_0_5	1
1	308938_1_15	1
1	505424_0_20	1
1	117710_0_84	1
1	400954_0_8	1
1	130122_24_2	1
1	494420_0_38	1
1	98264_0_6	0
1	373497_0_18	1
1	472203_2_4	1
1	223840_6_0	0
1	511086_0_25	0
1	220898_0_4	1
1	98786_3_4	0
1	98013_0_8	0
1	414195_0_22	1
1	287510_0_54	0
1	355405_0_22	1
1	323756_0_35	1
1	227630_0_42	1
1	21080_1_2	1
1	158009_1_41	0
1	94203_0_116	1
1	98295_9_12	0
1	412451_0_10	1
1	516764_0_6	1
1	285205_6_13	0
1	274430_0_24	0
1	375342_0_7	1
1	74518_0_4	0
1	75481_1_34	0
1	466907_0_28	0
1	203305_0_22	0
1	245784_0_9	1
1	296842_0_17	0
1	506491_0_10	0
1	525059_0_11	1
1	471077_0_21	1
1	188117_1_0	0
1	402719_0_0	0
1	95987_0_0	1
1	165535_0_48	1
1	490116_0_6	1
1	118509_0_7	1
1	4232_0_7	0
1	444240_0_3	1
1	22998_0_5	0
1	16384_0_3	0
1	79395_0_0	1
1	506781_0_0	0
1	42765_0_10	1
1	127777_2_30	1
1	435438_2_35	0
1	538551_0_35	1
1	444542_0_0	0
1	463372_0_31	1
1	54854_11_10	0
1	250824_0_4	1
1	543752_0_11	1
1	324999_2_3	1
1	40679_0_35	1
1	300910_0_23	1
1	351581_0_11	0
1	91340_7_23	1
1	29305_0_0	0
1	49793_1_16	0
1	274430_0_25	0
1	98431_0_9	0
1	360113_1_4	0
1	443020_0_11	1
1	472796_0_5	1
1	29255_1_37	0
1	456501_0_37	1
1	82361_0_29	1
1	478806_0_96	0
1	74320_6_19	0
1	181935_0_89	1
1	518481_0_0	1
1	360656_0_11	1
1	469809_0_73	1
1	370876_0_85	1
1	351423_0_7	1
1	295966_0_27	1
1	182836_0_4	1
1	53120_0_44	1
1	477359_0_9	1
1	487553_0_0	0
1	257461_0_29	1
1	323756_0_37	1
1	353913_3_29	1
1	467457_1_1	0
1	205157_0_7	1
1	39160_0_4	0
1	98609_0_17	0
1	521323_0_23	1
1	301710_0_39	1
1	388416_1_16	0
1	274407_1_126	1
1	389727_0_14	1
1	122704_2_0	0
1	14834_1_4	1
1	321671_0_2	0
1	381185_0_1	1
1	346923_47_2	0
1	248101_0_10	0
1	332232_0_18	1
1	202752_31_0	0
1	108353_0_3	0
1	180885_1_3	0
1	88788_0_49	1
1	520076_0_42	1
1	98803_0_0	0
1	98127_0_5	0
1	495251_1_10	0
1	244280_0_61	1
1	518481_0_17	1
1	501579_0_5	0
1	18816_0_20	0
1	26088_1_8	0
1	301892_0_13	1
1	402776_0_1	1
1	342162_0_8	1
1	351483_0_3	1
1	98175_0_62	0
1	268130_0_46	1
1	537076_0_20	0
1	440336_0_80	1
1	358586_2_9	0
1	118136_4_6	0
1	195958_0_14	1
1	508064_0_22	0
1	335959_1_9	0
1	21998_0_11	1
1	173256_0_2	1
1	116905_1_15	1
1	208578_0_122	1
1	388416_0_16	1
1	291410_3_16	1
1	40679_0_43	1
1	152092_0_75	0
1	16450_0_80	1
1	417490_0_153	1
1	178984_0_9	1
1	168181_20_9	0
1	422311_1_91	1
1	511176_0_17	1
1	202582_1_27	0
1	329882_0_3	0
1	454750_1_26	0
1	64810_0_62	1
1	112182_5_10	0
1	452613_0_4	1
1	81829_1_0	1
1	131954_2_38	1
1	199876_0_7	0
1	259974_0_16	1
1	389930_0_0	0
1	502871_0_35	1
1	222034_1_5	0
1	215048_0_7	1
1	308499_0_24	1
1	346985_9_11	0
1	16450_0_111	1
1	417892_0_2	1
1	295647_0_0	1
