1	393433_0_1	0
1	404878_0_41	1
1	487589_1_13	0
1	279402_0_7	1
1	311795_0_3	1
1	168684_0_0	0
1	453595_0_9	0
1	466971_0_101	1
1	4212_0_7	1
1	161533_0_27	1
1	98138_0_12	0
1	56144_2_0	0
1	98429_0_53	0
1	419586_1_20	0
1	402271_0_3	1
1	67997_0_15	1
1	98705_0_29	0
1	385389_0_28	1
1	118414_1_34	1
1	7110_0_29	0
1	78845_1_0	0
1	49652_0_18	1
1	492215_0_9	0
1	86481_0_33	1
1	149293_0_11	1
1	461454_0_1	1
1	328704_3_1	0
1	489440_0_13	1
1	392390_3_22	1
1	195396_11_0	0
1	29157_0_20	0
1	537_0_27	1
1	98351_3_133	0
1	152727_0_5	0
1	98878_0_30	0
1	396241_0_53	1
1	548228_0_0	0
1	485811_0_12	0
1	81380_0_0	0
1	383214_0_29	1
1	277788_0_9	1
1	54386_0_9	1
1	98265_1_9	0
1	20821_0_27	1
1	173684_1_0	0
1	98836_0_28	0
1	469361_0_8	1
1	409981_0_63	1
1	539311_2_16	0
1	549000_0_78	1
1	321769_0_16	1
1	95619_0_27	1
1	538142_0_25	1
1	24_0_0	1
1	15066_2_8	1
1	546511_0_3	1
1	116811_0_3	0
1	510899_0_39	0
1	288250_0_38	1
1	244612_0_10	1
1	490842_1_0	1
1	189041_0_11	1
1	255210_11_12	1
1	290691_0_20	0
1	432830_0_4	0
1	132113_0_19	1
1	293136_0_23	1
1	466021_0_7	1
1	468049_0_7	0
1	61724_0_12	0
1	432867_0_15	1
1	11506_0_2	0
1	98141_0_23	0
1	99306_27_5	0
1	98847_0_3	0
1	398825_0_8	0
1	188595_7_10	0
1	53724_4_1	0
1	511794_0_1	1
1	316356_0_15	0
1	286912_0_32	0
1	264312_0_7	0
1	98302_0_37	0
1	319967_0_26	0
1	272473_0_23	1
1	98484_0_11	0
1	98265_1_4	1
1	53321_0_12	0
1	206772_0_8	1
1	50516_0_25	1
1	416150_0_18	0
1	65380_0_7	1
1	208189_0_66	1
1	273298_0_2	0
1	161754_11_42	0
1	512951_0_61	1
1	60131_0_1	1
1	374861_3_6	0
1	304185_1_15	0
1	78058_0_40	0
1	371957_1_38	0
1	398825_1_23	0
1	494970_0_1	0
1	332277_0_3	0
1	487589_0_13	0
1	98174_0_30	0
1	29699_12_0	0
1	59668_0_8	0
1	99965_8_1	1
1	161576_1_8	1
1	499541_0_40	1
1	487610_0_3	1
1	390581_0_76	1
1	98351_1_154	0
1	4500_0_8	0
1	109596_0_22	1
1	185562_3_20	0
1	514358_0_145	1
1	305578_0_51	1
1	167482_0_48	0
1	98488_0_29	0
1	96570_0_31	1
1	357206_0_7	1
1	243812_0_5	1
1	532044_0_7	1
1	158610_0_14	1
1	47293_0_15	0
1	500892_0_26	1
1	544787_0_1	0
1	549076_0_29	1
1	24138_0_5	1
