2025-05-21 13:30:30,180 INFO    StreamThr :25471 [internal.py:wandb_internal():88] W&B internal server running at pid: 25471, started at: 2025-05-21 13:30:30.179982
2025-05-21 13:30:30,182 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: status
2025-05-21 13:30:30,182 DEBUG   SenderThread:25471 [sender.py:send_request():317] send_request: status
2025-05-21 13:30:30,183 INFO    WriterThread:25471 [datastore.py:open_for_write():75] open: /home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/wandb/offline-run-20250521_133030-9om9jqsm/run-9om9jqsm.wandb
2025-05-21 13:30:30,248 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: run_start
2025-05-21 13:30:30,253 DEBUG   HandlerThread:25471 [system_info.py:__init__():31] System info init
2025-05-21 13:30:30,253 DEBUG   HandlerThread:25471 [system_info.py:__init__():46] System info init done
2025-05-21 13:30:30,253 INFO    HandlerThread:25471 [system_monitor.py:start():150] Starting system monitor
2025-05-21 13:30:30,253 INFO    SystemMonitor:25471 [system_monitor.py:_start():116] Starting system asset monitoring threads
2025-05-21 13:30:30,253 INFO    HandlerThread:25471 [system_monitor.py:probe():168] Collecting system info
2025-05-21 13:30:30,253 INFO    SystemMonitor:25471 [interfaces.py:start():168] Started cpu
2025-05-21 13:30:30,254 INFO    SystemMonitor:25471 [interfaces.py:start():168] Started disk
2025-05-21 13:30:30,254 INFO    SystemMonitor:25471 [interfaces.py:start():168] Started gpu
2025-05-21 13:30:30,254 INFO    SystemMonitor:25471 [interfaces.py:start():168] Started memory
2025-05-21 13:30:30,255 INFO    SystemMonitor:25471 [interfaces.py:start():168] Started network
2025-05-21 13:30:30,424 DEBUG   HandlerThread:25471 [system_info.py:probe():195] Probing system
2025-05-21 13:30:30,427 DEBUG   HandlerThread:25471 [system_info.py:_probe_git():180] Probing git
2025-05-21 13:30:30,434 DEBUG   HandlerThread:25471 [system_info.py:_probe_git():188] Probing git done
2025-05-21 13:30:30,435 DEBUG   HandlerThread:25471 [system_info.py:probe():241] Probing system done
2025-05-21 13:30:30,435 DEBUG   HandlerThread:25471 [system_monitor.py:probe():177] {'os': 'Linux-5.4.0-205-generic-x86_64-with-glibc2.31', 'python': '3.9.7', 'heartbeatAt': '2025-05-21T11:30:30.424690', 'startedAt': '2025-05-21T11:30:30.172496', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/train.py', 'codePath': 'src/train.py', 'git': {'remote': 'git@github.com:MarcosFP97/Depresym-retrieval.git', 'commit': '7d8e4caaf18bacbb85d32c1708f97b0c31bc1cfe'}, 'email': 'marcosfernandez.pichel@usc.es', 'root': '/home/marcos.fernandez.pichel/PhD/Depresym-retrieval', 'host': 'ctdesks56', 'username': 'marcos.fernandez.pichel', 'executable': '/home/marcos.fernandez.pichel/anaconda3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4638.361, 'min': 800.0, 'max': 4900.0}, 'cpu_freq_per_core': [{'current': 4625.66, 'min': 800.0, 'max': 4900.0}, {'current': 4673.642, 'min': 800.0, 'max': 4900.0}, {'current': 4683.619, 'min': 800.0, 'max': 4900.0}, {'current': 4699.232, 'min': 800.0, 'max': 4900.0}, {'current': 4694.087, 'min': 800.0, 'max': 4900.0}, {'current': 4642.434, 'min': 800.0, 'max': 4900.0}, {'current': 4667.493, 'min': 800.0, 'max': 4900.0}, {'current': 4631.102, 'min': 800.0, 'max': 4900.0}], 'disk': {'total': 95.56377410888672, 'used': 83.67296600341797}, 'gpu': 'NVIDIA GeForce RTX 4070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Ti', 'memory_total': 12878610432}], 'memory': {'total': 31.270591735839844}}
2025-05-21 13:30:30,435 INFO    HandlerThread:25471 [system_monitor.py:probe():178] Finished collecting system info
2025-05-21 13:30:30,435 INFO    HandlerThread:25471 [system_monitor.py:probe():181] Publishing system info
2025-05-21 13:30:30,435 DEBUG   HandlerThread:25471 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2025-05-21 13:30:30,435 DEBUG   HandlerThread:25471 [system_info.py:_save_pip():67] Saving pip packages done
2025-05-21 13:30:30,435 DEBUG   HandlerThread:25471 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2025-05-21 13:30:43,627 DEBUG   HandlerThread:25471 [system_info.py:_save_conda():86] Saving conda packages done
2025-05-21 13:30:43,628 INFO    HandlerThread:25471 [system_monitor.py:probe():183] Finished publishing system info
2025-05-21 13:30:46,232 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: partial_history
2025-05-21 13:30:56,273 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: partial_history
2025-05-21 13:30:58,698 DEBUG   SenderThread:25471 [sender.py:send():303] send: exit
2025-05-21 13:30:58,698 INFO    SenderThread:25471 [sender.py:send_exit():442] handling exit code: 0
2025-05-21 13:30:58,698 INFO    SenderThread:25471 [sender.py:send_exit():444] handling runtime: 28
2025-05-21 13:30:58,698 INFO    SenderThread:25471 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2025-05-21 13:30:58,698 INFO    SenderThread:25471 [sender.py:send_exit():450] send defer
2025-05-21 13:30:58,699 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: defer
2025-05-21 13:30:58,699 INFO    HandlerThread:25471 [handler.py:handle_request_defer():162] handle defer: 0
2025-05-21 13:30:58,699 DEBUG   SenderThread:25471 [sender.py:send_request():317] send_request: defer
2025-05-21 13:30:58,699 INFO    SenderThread:25471 [sender.py:send_request_defer():459] handle sender defer: 0
2025-05-21 13:30:58,699 INFO    SenderThread:25471 [sender.py:transition_state():463] send defer: 1
2025-05-21 13:30:58,699 DEBUG   HandlerThread:25471 [handler.py:handle_request():139] handle_request: defer
2025-05-21 13:30:58,699 INFO    HandlerThread:25471 [handler.py:handle_request_defer():162] handle defer: 1
