2025-07-18 16:50:32,980 INFO    StreamThr :31400 [internal.py:wandb_internal():88] W&B internal server running at pid: 31400, started at: 2025-07-18 16:50:32.979573
2025-07-18 16:50:32,981 DEBUG   HandlerThread:31400 [handler.py:handle_request():139] handle_request: status
2025-07-18 16:50:32,982 DEBUG   SenderThread:31400 [sender.py:send_request():317] send_request: status
2025-07-18 16:50:32,997 INFO    WriterThread:31400 [datastore.py:open_for_write():75] open: /home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/wandb/offline-run-20250718_165032-1nod9c19/run-1nod9c19.wandb
2025-07-18 16:50:33,047 DEBUG   HandlerThread:31400 [handler.py:handle_request():139] handle_request: run_start
2025-07-18 16:50:33,051 DEBUG   HandlerThread:31400 [system_info.py:__init__():31] System info init
2025-07-18 16:50:33,051 DEBUG   HandlerThread:31400 [system_info.py:__init__():46] System info init done
2025-07-18 16:50:33,051 INFO    HandlerThread:31400 [system_monitor.py:start():150] Starting system monitor
2025-07-18 16:50:33,051 INFO    SystemMonitor:31400 [system_monitor.py:_start():116] Starting system asset monitoring threads
2025-07-18 16:50:33,051 INFO    HandlerThread:31400 [system_monitor.py:probe():168] Collecting system info
2025-07-18 16:50:33,052 INFO    SystemMonitor:31400 [interfaces.py:start():168] Started cpu
2025-07-18 16:50:33,052 INFO    SystemMonitor:31400 [interfaces.py:start():168] Started disk
2025-07-18 16:50:33,052 INFO    SystemMonitor:31400 [interfaces.py:start():168] Started gpu
2025-07-18 16:50:33,053 INFO    SystemMonitor:31400 [interfaces.py:start():168] Started memory
2025-07-18 16:50:33,053 INFO    SystemMonitor:31400 [interfaces.py:start():168] Started network
2025-07-18 16:50:33,214 DEBUG   HandlerThread:31400 [system_info.py:probe():195] Probing system
2025-07-18 16:50:33,216 DEBUG   HandlerThread:31400 [system_info.py:_probe_git():180] Probing git
2025-07-18 16:50:33,224 DEBUG   HandlerThread:31400 [system_info.py:_probe_git():188] Probing git done
2025-07-18 16:50:33,224 DEBUG   HandlerThread:31400 [system_info.py:probe():241] Probing system done
