1	s_2257_110_30	1
1	s_2407_3_5	1
1	s_1891_680_1	0
1	s_1805_1381_5	1
1	s_2292_91_3	1
1	s_2815_1185_7	0
1	s_1514_960_57	0
1	s_1037_1363_13	0
1	s_1764_74_0	1
1	s_1435_261_2	0
1	s_2908_1_87	0
1	s_159_10_2	0
1	s_71_244_0	0
1	s_2844_660_4	0
1	s_1625_353_7	0
1	s_993_582_1	0
1	s_1806_491_44	0
1	s_1625_62_0	1
1	s_2958_55_4	0
1	s_1374_538_1	0
1	s_1499_595_3	0
1	s_731_895_2	1
1	s_600_680_6	0
1	s_688_106_4	0
1	s_3042_37_2	0
1	s_2606_467_27	0
1	s_212_558_0	0
1	s_1279_1448_1	0
1	s_414_1091_1	0
1	s_1325_15_6	1
1	s_552_268_5	0
1	s_2455_52_3	0
1	s_53_569_0	0
1	s_2953_602_84	0
1	s_670_1100_3	0
1	s_2479_95_2	0
1	s_220_355_2	0
1	s_1153_179_29	0
1	s_2990_407_7	0
1	s_835_40_92	0
1	s_2434_501_10	1
1	s_2139_298_3	0
1	s_1208_181_0	1
1	s_1731_456_1	0
1	s_464_120_4	1
1	s_2479_70_5	0
1	s_2886_81_12	0
1	s_2411_131_9	0
1	s_386_117_0	1
1	s_681_774_0	0
1	s_2886_103_0	0
1	s_2402_517_0	0
1	s_3072_688_0	0
1	s_715_4_8	0
1	s_116_955_6	0
1	s_2958_229_2	0
1	s_1212_109_1	0
1	s_2292_330_2	0
1	s_1709_15_3	0
1	s_1514_307_244	0
1	s_2958_98_2	1
1	s_2411_303_6	0
1	s_151_910_4	0
1	s_2401_22_6	0
1	s_717_85_15	1
1	s_774_1341_0	0
1	s_3071_11_1	0
1	s_1995_385_5	0
1	s_2008_401_1	0
1	s_1352_260_1	0
1	s_156_188_3	0
1	s_1194_38_0	1
1	s_3003_343_1	0
1	s_46_327_6	0
1	s_993_684_3	0
1	s_2292_1472_5	1
1	s_2638_1746_0	0
1	s_1846_23_0	0
1	s_1551_61_7	0
1	s_2402_1131_1	0
1	s_2559_128_1	0
1	s_3040_683_27	0
1	s_993_425_3	0
1	s_2574_127_34	0
1	s_713_433_0	0
1	s_854_223_6	0
1	s_2184_234_2	1
1	s_1597_656_3	1
1	s_3096_837_0	0
1	s_1014_660_5	0
1	s_835_1_47	1
1	s_212_503_0	0
1	s_658_9_3	1
1	s_117_314_26	0
1	s_1194_33_2	1
1	s_1811_1332_2	0
1	s_2514_373_0	0
1	s_1814_27_1	0
1	s_1692_706_6	0
1	s_845_43_5	0
1	s_1055_930_0	0
1	s_782_684_2	0
1	s_752_56_15	1
1	s_617_1891_8	0
1	s_1712_150_13	0
1	s_1912_64_0	0
1	s_1406_441_0	0
1	s_1404_753_9	0
1	s_2836_249_44	0
1	s_1819_132_0	0
1	s_1483_30_2	0
1	s_3047_81_22	0
1	s_309_8_0	0
1	s_317_734_3	0
1	s_1053_517_299	0
1	s_1194_55_0	1
1	s_1899_197_4	1
1	s_2334_184_5	1
1	s_984_269_20	0
1	s_2895_109_0	0
1	s_2606_671_3	1
1	s_90_133_4	1
1	s_1828_1661_0	0
1	s_600_1120_5	1
1	s_2338_1010_3	1
1	s_1828_1851_0	0
1	s_1738_106_0	0
1	s_1551_291_8	0
1	s_775_756_2	0
1	s_577_900_1	0
1	s_1978_86_0	0
1	s_2415_194_3	0
1	s_2035_38_0	0
1	s_1584_868_1	0
1	s_616_22_5	0
1	s_2338_1046_11	0
1	s_1634_1359_2	0
1	s_2257_110_38	1
1	s_885_198_4	0
1	s_705_10_55	0
1	s_1116_871_1	0
1	s_413_369_1	0
1	s_1716_340_1	0
1	s_2416_232_1	0
1	s_976_301_0	0
1	s_2146_92_1	0
1	s_2094_142_1	0
1	s_1900_42_54	0
1	s_1303_8_0	0
1	s_1768_313_0	1
1	s_1641_19_2	0
1	s_1828_1574_2	0
1	s_2470_74_16	0
1	s_1768_8_1	0
1	s_1983_19_0	0
1	s_282_58_7	0
1	s_2470_23_10	0
1	s_738_1017_8	0
1	s_1601_67_16	0
1	s_1194_70_1	1
1	s_1404_886_1	0
1	s_1625_245_9	0
1	s_14_1986_28	0
1	s_614_1531_1	0
1	s_1382_396_10	0
1	s_17_497_1	0
1	s_8_423_1	0
1	s_2815_1155_57	1
1	s_2118_326_1	0
1	s_648_5_0	0
1	s_2560_274_4	0
1	s_993_56_0	0
1	s_1581_626_0	0
1	s_2232_913_13	0
1	s_2199_456_3	0
1	s_512_1384_0	0
1	s_1633_278_0	0
1	s_634_125_0	0
1	s_2362_1357_47	0
1	s_2257_110_55	0
1	s_2257_110_13	1
1	s_2415_1151_4	1
1	s_993_196_3	0
1	s_2013_16_1	0
1	s_2338_594_1	0
1	s_1404_900_0	0
1	s_1893_236_1	1
1	s_1081_404_1	0
1	s_254_325_1	0
1	s_212_313_1	0
1	s_3046_1085_1	0
1	s_899_735_6	0
1	s_3075_23_0	0
1	s_2734_353_2	0
1	s_2292_897_0	0
1	s_2593_456_2	0
1	s_2712_1967_0	0
1	s_3078_72_1	0
1	s_1900_44_54	0
1	s_2058_149_1	0
1	s_2984_356_2	0
1	s_2890_557_92	1
1	s_498_436_1	0
1	s_2199_210_4	0
1	s_116_725_0	0
1	s_1811_1299_1	0
1	s_2508_1585_7	0
1	s_2080_1298_0	1
1	s_515_734_1	0
1	s_86_655_0	0
1	s_1828_1573_8	0
1	s_0_25_0	0
1	s_479_819_8	0
1	s_2312_46_120	0
1	s_993_565_5	0
1	s_1193_1250_9	0
1	s_1666_299_16	0
1	s_258_650_3	0
1	s_302_169_0	0
1	s_1269_0_11	1
1	s_2958_179_0	0
1	s_3045_67_12	0
1	s_335_3_449	1
1	s_1777_115_12	0
1	s_1514_287_7	0
1	s_1746_1126_6	0
1	s_978_1758_0	0
1	s_2392_58_5	0
1	s_1799_242_1	0
1	s_2415_615_3	0
1	s_1094_1336_0	0
1	s_796_303_14	0
1	s_2334_126_0	1
1	s_760_663_2	0
1	s_1811_1233_1	0
1	s_3078_1161_0	0
1	s_588_87_4	0
1	s_3049_664_0	0
1	s_2143_179_0	0
