1	s_1749_906_17	1
1	s_1526_875_0	0
1	s_1494_29_3	0
1	s_1296_20_4	0
1	s_703_71_2	1
1	s_2928_277_0	1
1	s_2625_40_2	0
1	s_81_218_23	0
1	s_705_13_145	0
1	s_1234_444_2	0
1	s_2113_549_10	0
1	s_2331_955_1	0
1	s_2854_24_4	1
1	s_993_582_1	0
1	s_1806_491_44	0
1	s_8_755_1	0
1	s_1499_1088_4	1
1	s_2215_182_9	0
1	s_703_39_3	1
1	s_1580_138_1	1
1	s_2889_63_1	0
1	s_1234_1524_37	0
1	s_1404_728_2	0
1	s_2625_38_0	0
1	s_1269_847_0	0
1	s_2660_193_4	0
1	s_2338_127_1	0
1	s_56_208_3	0
1	s_1673_453_4	0
1	s_2100_340_4	1
1	s_1499_1078_18	0
1	s_1601_1053_14	1
1	s_2046_11_1	0
1	s_35_1872_1	0
1	s_2958_222_0	0
1	s_2046_1_6	0
1	s_71_108_4	0
1	s_1514_858_86	0
1	s_2737_59_32	1
1	s_2035_2_3	0
1	s_982_1272_106	1
1	s_2402_246_0	0
1	s_1234_317_2	0
1	s_2007_82_2	0
1	s_1581_1015_9	0
1	s_2201_893_7	0
1	s_18_1115_7	0
1	s_81_144_8	0
1	s_1269_674_3	0
1	s_2815_1450_11	0
1	s_1234_252_9	1
1	s_1463_956_1	0
1	s_1234_1470_4	0
1	s_1465_1466_4	1
1	s_2087_13_1	1
1	s_1832_219_1	1
1	s_8_625_3	1
1	s_151_910_4	0
1	s_258_178_5	0
1	s_1639_4_0	1
1	s_1686_816_2	0
1	s_2338_153_2	1
1	s_713_690_0	0
1	s_1234_920_2	0
1	s_2184_295_0	0
1	s_2434_563_0	0
1	s_2815_56_8	0
1	s_2087_285_3	0
1	s_1584_236_1	0
1	s_993_684_3	1
1	s_3003_39_1	1
1	s_1187_144_2	0
1	s_1234_787_7	0
1	s_1978_54_2	0
1	s_2313_229_5	0
1	s_1234_437_6	0
1	s_3078_15_2	1
1	s_1218_889_7	0
1	s_2013_24_1	0
1	s_875_113_1	0
1	s_18_332_2	0
1	s_2958_177_16	0
1	s_1811_1231_1	0
1	s_3044_877_0	0
1	s_1244_502_2	0
1	s_1552_926_0	0
1	s_597_1924_0	0
1	s_1635_25_10	0
1	s_2544_754_0	0
1	s_703_13_3	0
1	s_2993_112_1	1
1	s_60_961_3	0
1	s_1597_656_3	0
1	s_2089_284_0	1
1	s_2706_92_10	1
1	s_1234_242_38	0
1	s_418_58_0	0
1	s_1811_1332_2	0
1	s_1269_674_0	1
1	s_2401_22_2	0
1	s_2089_807_3	1
1	s_1029_764_1	0
1	s_1814_27_1	0
1	s_2579_1181_9	0
1	s_258_265_3	0
1	s_676_471_0	1
1	s_413_10_6	0
1	s_2035_981_3	0
1	s_1755_65_2	0
1	s_2402_1259_6	1
1	s_1483_30_2	0
1	s_2046_44_27	0
1	s_2094_987_3	1
1	s_1234_777_15	0
1	s_1310_29_0	1
1	s_1517_1356_0	0
1	s_2281_445_2	0
1	s_1641_23_7	0
1	s_1218_890_0	0
1	s_1265_449_5	0
1	s_1294_205_1	1
1	s_1743_233_0	0
1	s_2376_55_5	0
1	s_258_176_5	0
1	s_2418_384_1	0
1	s_1738_231_1	1
1	s_478_881_1	0
1	s_2338_42_5	0
1	s_626_684_1	0
1	s_1302_906_0	0
1	s_1159_92_0	0
1	s_1455_72_51	0
1	s_2415_194_3	0
1	s_412_838_0	0
1	s_658_580_0	0
1	s_2338_979_2	1
1	s_1404_820_10	0
1	s_331_36_4	0
1	s_1234_1223_1	0
1	s_1788_361_0	1
1	s_3007_718_1	0
1	s_891_1182_25	0
1	s_718_227_3	1
1	s_556_493_1	0
1	s_2401_28_4	0
1	s_2273_1393_0	0
1	s_1562_222_0	0
1	s_103_397_2	0
1	s_2338_319_1	0
1	s_993_52_2	0
1	s_393_1567_3	0
1	s_7_265_2	0
1	s_1132_131_0	0
1	s_1147_1177_1	0
1	s_2391_816_1	0
1	s_1828_258_2	0
1	s_512_1253_8	0
1	s_2501_51_19	0
1	s_2770_26_0	0
1	s_67_546_1	0
1	s_2527_39_3	0
1	s_170_108_0	1
1	s_1303_8_0	0
1	s_67_993_9	0
1	s_1494_201_0	0
1	s_1867_202_1	0
1	s_1817_580_1	0
1	s_230_635_0	1
1	s_3105_286_23	0
1	s_1625_245_9	0
1	s_3044_1002_2	1
1	s_1234_781_4	0
1	s_688_13_5	0
1	s_1514_503_421	0
1	s_2087_1435_0	0
1	s_1187_820_2	0
1	s_3075_22_2	1
